lad2,month,collisions,ksi,share_dark,share_wet,ksi_rate
4,2020-09,92,11,0.2608695652173913,0.11956521739130435,0.11956521739130435
4,2020-10,90,9,0.4666666666666667,0.4444444444444444,0.1
4,2020-11,52,11,0.38461538461538464,0.28846153846153844,0.21153846153846154
4,2020-12,61,8,0.639344262295082,0.45901639344262296,0.13114754098360656
40,2019-01,25,5,0.52,0.4,0.2
40,2019-02,18,3,0.2777777777777778,0.3888888888888889,0.16666666666666666
40,2019-03,23,0,0.2608695652173913,0.13043478260869565,0.0
40,2019-04,16,5,0.1875,0.0625,0.3125
40,2019-05,14,2,0.21428571428571427,0.14285714285714285,0.14285714285714285
40,2019-06,23,5,0.0,0.21739130434782608,0.21739130434782608
40,2019-07,22,3,0.13636363636363635,0.18181818181818182,0.13636363636363635
40,2019-08,17,4,0.11764705882352941,0.058823529411764705,0.23529411764705882
40,2019-09,22,3,0.22727272727272727,0.13636363636363635,0.13636363636363635
40,2019-10,24,6,0.25,0.4166666666666667,0.25
40,2019-11,25,6,0.6,0.4,0.24
40,2019-12,24,8,0.5,0.4583333333333333,0.3333333333333333
40,2020-01,17,4,0.5294117647058824,0.29411764705882354,0.23529411764705882
40,2020-02,21,3,0.3333333333333333,0.38095238095238093,0.14285714285714285
40,2020-03,14,3,0.14285714285714285,0.35714285714285715,0.21428571428571427
40,2020-04,15,5,0.2,0.06666666666666667,0.3333333333333333
40,2020-05,11,1,0.09090909090909091,0.0,0.09090909090909091
40,2020-06,13,2,0.07692307692307693,0.23076923076923078,0.15384615384615385
40,2020-07,14,5,0.14285714285714285,0.2857142857142857,0.35714285714285715
40,2020-08,20,4,0.2,0.2,0.2
40,2020-09,22,6,0.13636363636363635,0.18181818181818182,0.2727272727272727
40,2020-10,23,7,0.391304347826087,0.391304347826087,0.30434782608695654
40,2020-11,18,2,0.2777777777777778,0.1111111111111111,0.1111111111111111
40,2020-12,20,3,0.55,0.6,0.15
400,2019-01,27,6,0.5185185185185185,0.5185185185185185,0.2222222222222222
400,2019-02,24,9,0.3333333333333333,0.20833333333333334,0.375
400,2019-03,21,8,0.19047619047619047,0.42857142857142855,0.38095238095238093
400,2019-04,23,7,0.13043478260869565,0.08695652173913043,0.30434782608695654
400,2019-05,18,7,0.16666666666666666,0.16666666666666666,0.3888888888888889
400,2019-06,13,1,0.0,0.3076923076923077,0.07692307692307693
400,2019-07,19,6,0.21052631578947367,0.3684210526315789,0.3157894736842105
400,2019-08,18,9,0.16666666666666666,0.1111111111111111,0.5
400,2019-09,14,4,0.2857142857142857,0.35714285714285715,0.2857142857142857
400,2019-10,12,1,0.25,0.25,0.08333333333333333
400,2019-11,35,21,0.6857142857142857,0.7142857142857143,0.6
400,2019-12,21,12,0.47619047619047616,0.6190476190476191,0.5714285714285714
400,2020-01,21,5,0.19047619047619047,0.47619047619047616,0.23809523809523808
400,2020-02,24,7,0.25,0.25,0.2916666666666667
400,2020-03,16,4,0.1875,0.1875,0.25
400,2020-04,5,3,0.2,0.4,0.6
400,2020-05,5,1,0.2,0.2,0.2
400,2020-06,14,7,0.14285714285714285,0.2857142857142857,0.5
400,2020-07,16,3,0.0625,0.25,0.1875
400,2020-08,31,6,0.16129032258064516,0.06451612903225806,0.1935483870967742
400,2020-09,13,2,0.3076923076923077,0.23076923076923078,0.15384615384615385
400,2020-10,17,7,0.23529411764705882,0.5882352941176471,0.4117647058823529
400,2020-11,19,4,0.47368421052631576,0.47368421052631576,0.21052631578947367
400,2020-12,23,5,0.6086956521739131,0.8695652173913043,0.21739130434782608
401,2019-01,22,6,0.6363636363636364,0.5454545454545454,0.2727272727272727
401,2019-02,11,2,0.2727272727272727,0.18181818181818182,0.18181818181818182
401,2019-03,12,1,0.4166666666666667,0.25,0.08333333333333333
401,2019-04,15,2,0.13333333333333333,0.4,0.13333333333333333
401,2019-05,20,7,0.05,0.1,0.35
401,2019-06,15,3,0.13333333333333333,0.2,0.2
401,2019-07,17,4,0.058823529411764705,0.058823529411764705,0.23529411764705882
401,2019-08,17,7,0.17647058823529413,0.11764705882352941,0.4117647058823529
401,2019-09,23,8,0.08695652173913043,0.34782608695652173,0.34782608695652173
401,2019-10,22,9,0.36363636363636365,0.4090909090909091,0.4090909090909091
401,2019-11,26,6,0.5384615384615384,0.6153846153846154,0.23076923076923078
401,2019-12,34,5,0.5882352941176471,0.6764705882352942,0.14705882352941177
401,2020-01,24,10,0.5833333333333334,0.375,0.4166666666666667
401,2020-02,9,4,0.5555555555555556,0.2222222222222222,0.4444444444444444
401,2020-03,19,8,0.15789473684210525,0.21052631578947367,0.42105263157894735
401,2020-04,2,1,0.0,0.0,0.5
401,2020-05,13,4,0.07692307692307693,0.0,0.3076923076923077
401,2020-06,10,2,0.1,0.1,0.2
401,2020-07,18,3,0.05555555555555555,0.05555555555555555,0.16666666666666666
401,2020-08,25,7,0.12,0.12,0.28
401,2020-09,8,1,0.125,0.125,0.125
401,2020-10,20,3,0.3,0.65,0.15
401,2020-11,14,4,0.35714285714285715,0.5714285714285714,0.2857142857142857
401,2020-12,17,10,0.5294117647058824,0.7647058823529411,0.5882352941176471
402,2019-01,11,3,0.6363636363636364,0.45454545454545453,0.2727272727272727
402,2019-02,10,2,0.2,0.3,0.2
402,2019-03,9,2,0.2222222222222222,0.2222222222222222,0.2222222222222222
402,2019-04,17,9,0.11764705882352941,0.058823529411764705,0.5294117647058824
402,2019-05,19,3,0.10526315789473684,0.2631578947368421,0.15789473684210525
402,2019-06,13,4,0.15384615384615385,0.15384615384615385,0.3076923076923077
402,2019-07,21,11,0.09523809523809523,0.23809523809523808,0.5238095238095238
402,2019-08,10,3,0.4,0.1,0.3
402,2019-09,17,7,0.17647058823529413,0.058823529411764705,0.4117647058823529
402,2019-10,15,3,0.3333333333333333,0.06666666666666667,0.2
402,2019-11,16,4,0.625,0.6875,0.25
402,2019-12,13,1,0.5384615384615384,0.9230769230769231,0.07692307692307693
402,2020-01,13,2,0.3076923076923077,0.38461538461538464,0.15384615384615385
402,2020-02,13,1,0.38461538461538464,0.07692307692307693,0.07692307692307693
402,2020-03,10,4,0.3,0.2,0.4
402,2020-04,5,3,0.0,0.0,0.6
402,2020-05,8,0,0.125,0.0,0.0
402,2020-06,16,4,0.125,0.1875,0.25
402,2020-07,20,3,0.05,0.0,0.15
402,2020-08,22,5,0.2727272727272727,0.13636363636363635,0.22727272727272727
402,2020-09,10,1,0.3,0.4,0.1
402,2020-10,15,4,0.4666666666666667,0.4,0.26666666666666666
402,2020-11,13,1,0.46153846153846156,0.38461538461538464,0.07692307692307693
402,2020-12,16,2,0.5,0.375,0.125
404,2019-01,30,8,0.6333333333333333,0.5666666666666667,0.26666666666666666
404,2019-02,20,7,0.4,0.35,0.35
404,2019-03,34,8,0.2647058823529412,0.20588235294117646,0.23529411764705882
404,2019-04,30,11,0.23333333333333334,0.06666666666666667,0.36666666666666664
404,2019-05,26,5,0.11538461538461539,0.11538461538461539,0.19230769230769232
404,2019-06,31,8,0.16129032258064516,0.25806451612903225,0.25806451612903225
404,2019-07,21,5,0.047619047619047616,0.0,0.23809523809523808
404,2019-08,27,8,0.2962962962962963,0.1111111111111111,0.2962962962962963
404,2019-09,27,6,0.07407407407407407,0.25925925925925924,0.2222222222222222
404,2019-10,22,5,0.36363636363636365,0.4090909090909091,0.22727272727272727
404,2019-11,28,7,0.5714285714285714,0.6785714285714286,0.25
404,2019-12,23,4,0.5217391304347826,0.6521739130434783,0.17391304347826086
404,2020-01,23,7,0.5217391304347826,0.4782608695652174,0.30434782608695654
404,2020-02,31,6,0.3225806451612903,0.25806451612903225,0.1935483870967742
404,2020-03,21,4,0.38095238095238093,0.047619047619047616,0.19047619047619047
404,2020-04,10,2,0.2,0.2,0.2
404,2020-05,13,2,0.07692307692307693,0.0,0.15384615384615385
404,2020-06,7,4,0.0,0.2857142857142857,0.5714285714285714
404,2020-07,21,2,0.047619047619047616,0.19047619047619047,0.09523809523809523
404,2020-08,16,5,0.1875,0.0625,0.3125
404,2020-09,21,6,0.42857142857142855,0.3333333333333333,0.2857142857142857
404,2020-10,18,5,0.2777777777777778,0.5,0.2777777777777778
404,2020-11,19,3,0.47368421052631576,0.21052631578947367,0.15789473684210525
404,2020-12,22,9,0.5,0.5,0.4090909090909091
405,2019-01,10,1,0.5,0.4,0.1
405,2019-02,9,1,0.2222222222222222,0.6666666666666666,0.1111111111111111
405,2019-03,9,6,0.4444444444444444,0.2222222222222222,0.6666666666666666
405,2019-04,12,6,0.3333333333333333,0.16666666666666666,0.5
405,2019-05,13,4,0.15384615384615385,0.07692307692307693,0.3076923076923077
405,2019-06,11,3,0.0,0.18181818181818182,0.2727272727272727
405,2019-07,14,5,0.0,0.21428571428571427,0.35714285714285715
405,2019-08,20,5,0.05,0.0,0.25
405,2019-09,6,3,0.16666666666666666,0.3333333333333333,0.5
405,2019-10,11,4,0.36363636363636365,0.6363636363636364,0.36363636363636365
405,2019-11,11,3,0.36363636363636365,0.8181818181818182,0.2727272727272727
405,2019-12,10,7,0.5,0.4,0.7
405,2020-01,9,0,0.3333333333333333,0.2222222222222222,0.0
405,2020-02,2,1,0.0,0.0,0.5
405,2020-03,7,2,0.14285714285714285,0.2857142857142857,0.2857142857142857
405,2020-04,4,1,0.0,0.0,0.25
405,2020-05,15,6,0.13333333333333333,0.0,0.4
405,2020-06,12,1,0.0,0.25,0.08333333333333333
405,2020-07,12,5,0.0,0.0,0.4166666666666667
405,2020-08,23,14,0.17391304347826086,0.08695652173913043,0.6086956521739131
405,2020-09,13,7,0.15384615384615385,0.38461538461538464,0.5384615384615384
405,2020-10,17,2,0.11764705882352941,0.47058823529411764,0.11764705882352941
405,2020-11,14,5,0.42857142857142855,0.42857142857142855,0.35714285714285715
405,2020-12,16,3,0.1875,0.625,0.1875
406,2019-01,17,3,0.6470588235294118,0.5294117647058824,0.17647058823529413
406,2019-02,21,6,0.23809523809523808,0.19047619047619047,0.2857142857142857
406,2019-03,30,4,0.23333333333333334,0.1,0.13333333333333333
406,2019-04,18,8,0.4444444444444444,0.16666666666666666,0.4444444444444444
406,2019-05,26,7,0.15384615384615385,0.2692307692307692,0.2692307692307692
406,2019-06,18,4,0.05555555555555555,0.2777777777777778,0.2222222222222222
406,2019-07,23,6,0.08695652173913043,0.13043478260869565,0.2608695652173913
406,2019-08,19,12,0.10526315789473684,0.10526315789473684,0.631578947368421
406,2019-09,13,7,0.15384615384615385,0.38461538461538464,0.5384615384615384
406,2019-10,13,6,0.38461538461538464,0.6923076923076923,0.46153846153846156
406,2019-11,35,18,0.45714285714285713,0.5714285714285714,0.5142857142857142
406,2019-12,26,3,0.5769230769230769,0.6538461538461539,0.11538461538461539
406,2020-01,15,7,0.4666666666666667,0.5333333333333333,0.4666666666666667
406,2020-02,16,5,0.25,0.4375,0.3125
406,2020-03,9,3,0.1111111111111111,0.1111111111111111,0.3333333333333333
406,2020-04,5,3,0.4,0.2,0.6
406,2020-05,11,6,0.18181818181818182,0.0,0.5454545454545454
406,2020-06,12,3,0.08333333333333333,0.16666666666666666,0.25
406,2020-07,20,5,0.1,0.1,0.25
406,2020-08,18,5,0.05555555555555555,0.16666666666666666,0.2777777777777778
406,2020-09,15,7,0.0,0.2,0.4666666666666667
406,2020-10,19,7,0.21052631578947367,0.5789473684210527,0.3684210526315789
406,2020-11,23,12,0.4782608695652174,0.6956521739130435,0.5217391304347826
406,2020-12,22,7,0.5454545454545454,0.6818181818181818,0.3181818181818182
407,2019-01,26,6,0.34615384615384615,0.38461538461538464,0.23076923076923078
407,2019-02,22,6,0.5454545454545454,0.36363636363636365,0.2727272727272727
407,2019-03,25,6,0.36,0.16,0.24
407,2019-04,20,5,0.1,0.1,0.25
407,2019-05,28,7,0.0,0.21428571428571427,0.25
407,2019-06,33,7,0.09090909090909091,0.06060606060606061,0.21212121212121213
407,2019-07,25,8,0.08,0.12,0.32
407,2019-08,21,13,0.19047619047619047,0.0,0.6190476190476191
407,2019-09,17,8,0.058823529411764705,0.058823529411764705,0.47058823529411764
407,2019-10,20,5,0.3,0.2,0.25
407,2019-11,20,2,0.3,0.7,0.1
407,2019-12,27,16,0.5185185185185185,0.6666666666666666,0.5925925925925926
407,2020-01,27,12,0.5185185185185185,0.4074074074074074,0.4444444444444444
407,2020-02,15,2,0.5333333333333333,0.6666666666666666,0.13333333333333333
407,2020-03,16,3,0.25,0.1875,0.1875
407,2020-04,12,5,0.16666666666666666,0.08333333333333333,0.4166666666666667
407,2020-05,18,5,0.0,0.0,0.2777777777777778
407,2020-06,19,7,0.10526315789473684,0.2631578947368421,0.3684210526315789
407,2020-07,19,8,0.10526315789473684,0.15789473684210525,0.42105263157894735
407,2020-08,29,3,0.1724137931034483,0.10344827586206896,0.10344827586206896
407,2020-09,25,7,0.12,0.08,0.28
407,2020-10,19,9,0.5263157894736842,0.6842105263157895,0.47368421052631576
407,2020-11,15,5,0.4666666666666667,0.6666666666666666,0.3333333333333333
407,2020-12,15,7,0.4,0.7333333333333333,0.4666666666666667
410,2019-01,16,4,0.4375,0.625,0.25
410,2019-02,28,8,0.07142857142857142,0.5,0.2857142857142857
410,2019-03,13,3,0.07692307692307693,0.23076923076923078,0.23076923076923078
410,2019-04,13,1,0.07692307692307693,0.3076923076923077,0.07692307692307693
410,2019-05,17,8,0.0,0.17647058823529413,0.47058823529411764
410,2019-06,23,5,0.043478260869565216,0.34782608695652173,0.21739130434782608
410,2019-07,22,6,0.22727272727272727,0.09090909090909091,0.2727272727272727
410,2019-08,14,4,0.21428571428571427,0.2857142857142857,0.2857142857142857
410,2019-09,13,5,0.15384615384615385,0.46153846153846156,0.38461538461538464
410,2019-10,12,2,0.3333333333333333,0.5,0.16666666666666666
410,2019-11,18,2,0.5,0.8333333333333334,0.1111111111111111
410,2019-12,16,4,0.5,0.875,0.25
410,2020-01,24,5,0.4166666666666667,0.7083333333333334,0.20833333333333334
410,2020-02,21,7,0.23809523809523808,0.42857142857142855,0.3333333333333333
410,2020-03,8,0,0.25,0.375,0.0
410,2020-04,5,0,0.2,0.2,0.0
410,2020-05,5,3,0.0,0.0,0.6
410,2020-06,8,4,0.0,0.25,0.5
410,2020-07,14,9,0.07142857142857142,0.07142857142857142,0.6428571428571429
410,2020-08,18,10,0.1111111111111111,0.16666666666666666,0.5555555555555556
410,2020-09,13,4,0.15384615384615385,0.23076923076923078,0.3076923076923077
410,2020-10,10,4,0.1,0.6,0.4
410,2020-11,12,5,0.3333333333333333,0.5833333333333334,0.4166666666666667
410,2020-12,9,1,0.4444444444444444,0.8888888888888888,0.1111111111111111
411,2019-01,15,5,0.6,0.6,0.3333333333333333
411,2019-02,7,1,0.42857142857142855,0.2857142857142857,0.14285714285714285
411,2019-03,7,7,0.2857142857142857,0.14285714285714285,1.0
411,2019-04,6,1,0.0,0.0,0.16666666666666666
411,2019-05,9,2,0.1111111111111111,0.0,0.2222222222222222
411,2019-06,13,9,0.0,0.3076923076923077,0.6923076923076923
411,2019-07,15,9,0.2,0.2,0.6
411,2019-08,8,3,0.375,0.25,0.375
411,2019-09,9,5,0.2222222222222222,0.2222222222222222,0.5555555555555556
411,2019-10,11,5,0.8181818181818182,0.18181818181818182,0.45454545454545453
411,2019-11,9,3,0.5555555555555556,0.7777777777777778,0.3333333333333333
411,2019-12,8,2,0.875,0.625,0.25
412,2019-01,25,8,0.56,0.56,0.32
412,2019-02,18,1,0.6111111111111112,0.2777777777777778,0.05555555555555555
412,2019-03,18,5,0.3333333333333333,0.16666666666666666,0.2777777777777778
412,2019-04,16,3,0.0625,0.0,0.1875
412,2019-05,22,7,0.09090909090909091,0.18181818181818182,0.3181818181818182
412,2019-06,18,5,0.16666666666666666,0.2222222222222222,0.2777777777777778
412,2019-07,20,5,0.15,0.05,0.25
412,2019-08,16,1,0.1875,0.125,0.0625
412,2019-09,25,5,0.12,0.24,0.2
412,2019-10,20,4,0.35,0.3,0.2
412,2019-11,32,4,0.53125,0.4375,0.125
412,2019-12,26,3,0.6153846153846154,0.7307692307692307,0.11538461538461539
412,2020-01,20,2,0.6,0.55,0.1
412,2020-02,20,2,0.35,0.45,0.1
412,2020-03,11,2,0.2727272727272727,0.2727272727272727,0.18181818181818182
412,2020-04,5,0,0.4,0.4,0.0
412,2020-05,10,2,0.0,0.0,0.2
412,2020-06,20,5,0.1,0.2,0.25
412,2020-07,13,3,0.15384615384615385,0.07692307692307693,0.23076923076923078
412,2020-08,14,0,0.14285714285714285,0.14285714285714285,0.0
412,2020-09,26,9,0.3076923076923077,0.23076923076923078,0.34615384615384615
412,2020-10,18,3,0.2777777777777778,0.5,0.16666666666666666
412,2020-11,27,6,0.37037037037037035,0.2222222222222222,0.2222222222222222
412,2020-12,14,2,0.5714285714285714,0.8571428571428571,0.14285714285714285
413,2019-01,14,3,0.42857142857142855,0.6428571428571429,0.21428571428571427
413,2019-02,16,3,0.1875,0.4375,0.1875
413,2019-03,14,6,0.2857142857142857,0.21428571428571427,0.42857142857142855
413,2019-04,18,7,0.1111111111111111,0.1111111111111111,0.3888888888888889
413,2019-05,23,7,0.08695652173913043,0.13043478260869565,0.30434782608695654
413,2019-06,18,6,0.1111111111111111,0.2777777777777778,0.3333333333333333
413,2019-07,15,4,0.13333333333333333,0.3333333333333333,0.26666666666666666
413,2019-08,16,4,0.0625,0.1875,0.25
413,2019-09,10,1,0.0,0.3,0.1
413,2019-10,16,5,0.3125,0.625,0.3125
413,2019-11,19,5,0.42105263157894735,0.631578947368421,0.2631578947368421
413,2019-12,11,2,0.36363636363636365,0.7272727272727273,0.18181818181818182
413,2020-01,16,3,0.25,0.5,0.1875
413,2020-02,12,6,0.4166666666666667,0.5,0.5
413,2020-03,7,3,0.2857142857142857,0.0,0.42857142857142855
413,2020-04,2,1,0.0,0.5,0.5
413,2020-05,13,3,0.07692307692307693,0.0,0.23076923076923078
413,2020-06,8,5,0.0,0.125,0.625
413,2020-07,12,8,0.08333333333333333,0.16666666666666666,0.6666666666666666
413,2020-08,8,3,0.25,0.125,0.375
413,2020-09,9,3,0.2222222222222222,0.2222222222222222,0.3333333333333333
413,2020-10,12,5,0.25,0.4166666666666667,0.4166666666666667
413,2020-11,14,3,0.35714285714285715,0.5714285714285714,0.21428571428571427
413,2020-12,8,2,0.25,0.875,0.25
414,2019-01,15,3,0.4666666666666667,0.4666666666666667,0.2
414,2019-02,6,2,0.6666666666666666,0.3333333333333333,0.3333333333333333
414,2019-03,9,3,0.2222222222222222,0.2222222222222222,0.3333333333333333
414,2019-04,10,1,0.0,0.0,0.1
414,2019-05,13,3,0.23076923076923078,0.15384615384615385,0.23076923076923078
414,2019-06,16,8,0.0625,0.25,0.5
414,2019-07,17,9,0.23529411764705882,0.058823529411764705,0.5294117647058824
414,2019-08,19,5,0.21052631578947367,0.05263157894736842,0.2631578947368421
414,2019-09,12,2,0.08333333333333333,0.16666666666666666,0.16666666666666666
414,2019-10,19,4,0.47368421052631576,0.47368421052631576,0.21052631578947367
414,2019-11,18,2,0.3333333333333333,0.5555555555555556,0.1111111111111111
414,2019-12,13,4,0.6153846153846154,0.6153846153846154,0.3076923076923077
415,2019-01,21,4,0.42857142857142855,0.6190476190476191,0.19047619047619047
415,2019-02,16,2,0.25,0.3125,0.125
415,2019-03,20,8,0.25,0.3,0.4
415,2019-04,21,3,0.09523809523809523,0.09523809523809523,0.14285714285714285
415,2019-05,17,3,0.0,0.11764705882352941,0.17647058823529413
415,2019-06,21,7,0.047619047619047616,0.23809523809523808,0.3333333333333333
415,2019-07,28,5,0.10714285714285714,0.10714285714285714,0.17857142857142858
415,2019-08,15,3,0.3333333333333333,0.13333333333333333,0.2
415,2019-09,13,7,0.15384615384615385,0.3076923076923077,0.5384615384615384
415,2019-10,19,3,0.3684210526315789,0.3684210526315789,0.15789473684210525
415,2019-11,18,5,0.4444444444444444,0.7777777777777778,0.2777777777777778
415,2019-12,23,6,0.5652173913043478,0.6086956521739131,0.2608695652173913
416,2019-01,16,4,0.5,0.75,0.25
416,2019-02,15,1,0.6,0.3333333333333333,0.06666666666666667
416,2019-03,22,6,0.3181818181818182,0.18181818181818182,0.2727272727272727
416,2019-04,14,4,0.14285714285714285,0.07142857142857142,0.2857142857142857
416,2019-05,19,6,0.05263157894736842,0.05263157894736842,0.3157894736842105
416,2019-06,12,3,0.25,0.16666666666666666,0.25
416,2019-07,16,7,0.0,0.0,0.4375
416,2019-08,6,3,0.16666666666666666,0.16666666666666666,0.5
416,2019-09,19,5,0.21052631578947367,0.42105263157894735,0.2631578947368421
416,2019-10,16,2,0.4375,0.3125,0.125
416,2019-11,25,4,0.52,0.52,0.16
416,2019-12,15,5,0.6,0.5333333333333333,0.3333333333333333
420,2019-01,33,7,0.3939393939393939,0.2727272727272727,0.21212121212121213
420,2019-02,17,1,0.29411764705882354,0.23529411764705882,0.058823529411764705
420,2019-03,28,4,0.17857142857142858,0.21428571428571427,0.14285714285714285
420,2019-04,24,8,0.16666666666666666,0.125,0.3333333333333333
420,2019-05,28,9,0.14285714285714285,0.10714285714285714,0.32142857142857145
420,2019-06,22,4,0.13636363636363635,0.5,0.18181818181818182
420,2019-07,39,8,0.10256410256410256,0.10256410256410256,0.20512820512820512
420,2019-08,34,9,0.17647058823529413,0.029411764705882353,0.2647058823529412
420,2019-09,27,8,0.1111111111111111,0.1111111111111111,0.2962962962962963
420,2019-10,40,8,0.275,0.325,0.2
420,2019-11,55,9,0.4909090909090909,0.6545454545454545,0.16363636363636364
420,2019-12,24,6,0.4166666666666667,0.4583333333333333,0.25
420,2020-01,26,2,0.5769230769230769,0.5,0.07692307692307693
420,2020-02,26,2,0.38461538461538464,0.34615384615384615,0.07692307692307693
420,2020-03,26,4,0.3076923076923077,0.19230769230769232,0.15384615384615385
420,2020-04,8,3,0.0,0.0,0.375
420,2020-05,15,4,0.2,0.0,0.26666666666666666
420,2020-06,20,3,0.1,0.15,0.15
420,2020-07,19,4,0.21052631578947367,0.10526315789473684,0.21052631578947367
420,2020-08,22,8,0.09090909090909091,0.18181818181818182,0.36363636363636365
420,2020-09,27,8,0.18518518518518517,0.1111111111111111,0.2962962962962963
420,2020-10,33,6,0.3939393939393939,0.696969696969697,0.18181818181818182
420,2020-11,33,9,0.42424242424242425,0.3333333333333333,0.2727272727272727
420,2020-12,27,11,0.6296296296296297,0.6296296296296297,0.4074074074074074
421,2019-01,32,7,0.375,0.375,0.21875
421,2019-02,25,5,0.56,0.32,0.2
421,2019-03,43,5,0.32558139534883723,0.16279069767441862,0.11627906976744186
421,2019-04,31,9,0.2903225806451613,0.12903225806451613,0.2903225806451613
421,2019-05,39,5,0.28205128205128205,0.10256410256410256,0.1282051282051282
421,2019-06,33,8,0.21212121212121213,0.18181818181818182,0.24242424242424243
421,2019-07,40,3,0.175,0.125,0.075
421,2019-08,33,7,0.21212121212121213,0.12121212121212122,0.21212121212121213
421,2019-09,39,7,0.20512820512820512,0.23076923076923078,0.1794871794871795
421,2019-10,39,6,0.41025641025641024,0.41025641025641024,0.15384615384615385
421,2019-11,33,2,0.48484848484848486,0.5151515151515151,0.06060606060606061
421,2019-12,49,8,0.5918367346938775,0.46938775510204084,0.16326530612244897
421,2020-01,54,13,0.5,0.3888888888888889,0.24074074074074073
421,2020-02,33,3,0.3333333333333333,0.2727272727272727,0.09090909090909091
421,2020-03,27,3,0.4074074074074074,0.2222222222222222,0.1111111111111111
421,2020-04,8,4,0.0,0.0,0.5
421,2020-05,23,6,0.21739130434782608,0.043478260869565216,0.2608695652173913
421,2020-06,34,8,0.11764705882352941,0.11764705882352941,0.23529411764705882
421,2020-07,26,3,0.038461538461538464,0.19230769230769232,0.11538461538461539
421,2020-08,21,3,0.19047619047619047,0.09523809523809523,0.14285714285714285
421,2020-09,40,5,0.175,0.1,0.125
421,2020-10,37,3,0.2972972972972973,0.43243243243243246,0.08108108108108109
421,2020-11,23,3,0.4782608695652174,0.4782608695652174,0.13043478260869565
421,2020-12,34,6,0.3235294117647059,0.5,0.17647058823529413
424,2019-01,54,13,0.5555555555555556,0.37037037037037035,0.24074074074074073
424,2019-02,45,10,0.4222222222222222,0.35555555555555557,0.2222222222222222
424,2019-03,38,8,0.2894736842105263,0.18421052631578946,0.21052631578947367
424,2019-04,46,19,0.30434782608695654,0.13043478260869565,0.41304347826086957
424,2019-05,34,10,0.058823529411764705,0.11764705882352941,0.29411764705882354
424,2019-06,48,12,0.16666666666666666,0.2708333333333333,0.25
424,2019-07,48,8,0.0625,0.125,0.16666666666666666
424,2019-08,44,7,0.045454545454545456,0.11363636363636363,0.1590909090909091
424,2019-09,62,15,0.1774193548387097,0.20967741935483872,0.24193548387096775
424,2019-10,49,9,0.30612244897959184,0.5510204081632653,0.1836734693877551
424,2019-11,58,10,0.6724137931034483,0.6896551724137931,0.1724137931034483
424,2019-12,57,22,0.45614035087719296,0.6666666666666666,0.38596491228070173
424,2020-01,66,18,0.45454545454545453,0.5454545454545454,0.2727272727272727
424,2020-02,47,18,0.48936170212765956,0.3829787234042553,0.3829787234042553
424,2020-03,22,5,0.3181818181818182,0.18181818181818182,0.22727272727272727
424,2020-04,18,5,0.2222222222222222,0.1111111111111111,0.2777777777777778
424,2020-05,33,10,0.21212121212121213,0.0,0.30303030303030304
424,2020-06,36,8,0.08333333333333333,0.25,0.2222222222222222
424,2020-07,32,9,0.15625,0.125,0.28125
424,2020-08,39,6,0.1282051282051282,0.1794871794871795,0.15384615384615385
424,2020-09,32,6,0.25,0.0625,0.1875
424,2020-10,44,10,0.4318181818181818,0.5681818181818182,0.22727272727272727
424,2020-11,38,9,0.34210526315789475,0.42105263157894735,0.23684210526315788
424,2020-12,35,9,0.45714285714285713,0.6,0.2571428571428571
430,2019-01,17,4,0.5882352941176471,0.4117647058823529,0.23529411764705882
430,2019-02,13,3,0.3076923076923077,0.15384615384615385,0.23076923076923078
430,2019-03,12,0,0.4166666666666667,0.08333333333333333,0.0
430,2019-04,8,2,0.25,0.0,0.25
430,2019-05,14,1,0.0,0.21428571428571427,0.07142857142857142
430,2019-06,13,1,0.0,0.38461538461538464,0.07692307692307693
430,2019-07,15,5,0.06666666666666667,0.06666666666666667,0.3333333333333333
430,2019-08,8,1,0.25,0.25,0.125
430,2019-09,14,0,0.14285714285714285,0.2857142857142857,0.0
430,2019-10,9,2,0.4444444444444444,0.5555555555555556,0.2222222222222222
430,2019-11,6,1,0.5,0.6666666666666666,0.16666666666666666
430,2019-12,14,2,0.2857142857142857,0.5714285714285714,0.14285714285714285
430,2020-01,15,2,0.6,0.4666666666666667,0.13333333333333333
430,2020-02,5,2,0.4,0.4,0.4
430,2020-03,5,1,0.2,0.2,0.2
430,2020-04,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
430,2020-05,7,2,0.0,0.0,0.2857142857142857
430,2020-06,11,2,0.09090909090909091,0.0,0.18181818181818182
430,2020-07,11,0,0.18181818181818182,0.09090909090909091,0.0
430,2020-08,10,3,0.4,0.3,0.3
430,2020-09,13,0,0.3076923076923077,0.23076923076923078,0.0
430,2020-10,9,1,0.6666666666666666,0.4444444444444444,0.1111111111111111
430,2020-11,14,4,0.6428571428571429,0.42857142857142855,0.2857142857142857
430,2020-12,10,0,0.6,0.5,0.0
431,2019-01,19,2,0.5263157894736842,0.2631578947368421,0.10526315789473684
431,2019-02,9,2,0.4444444444444444,0.1111111111111111,0.2222222222222222
431,2019-03,15,4,0.13333333333333333,0.26666666666666666,0.26666666666666666
431,2019-04,17,3,0.11764705882352941,0.17647058823529413,0.17647058823529413
431,2019-05,11,3,0.0,0.2727272727272727,0.2727272727272727
431,2019-06,18,7,0.05555555555555555,0.16666666666666666,0.3888888888888889
431,2019-07,22,5,0.09090909090909091,0.0,0.22727272727272727
